mat_alu,nome,dat_entrada,cotista
3817,TAMIRIS,2022-06-11,N
3818,LUCIEDINA,2022-06-11,S
3819,ADONIAS,2022-06-11,N
3820,AIDES,2022-06-11,N
3821,NELLY,2022-06-11,N
3822,KAIQUI,2022-06-11,N
3823,AVANIZIO,2022-06-11,N
3824,IVONILSON,2022-06-11,S
3825,FILHA,2022-06-11,S
3826,JALDEMIR,2022-06-11,S
3827,LIEGE,2022-06-11,N
3828,LUZIMARIO,2022-06-11,N
3829,IVISON,2022-06-11,N
3830,MISIA,2022-06-11,N
3831,IOKO,2022-06-11,N
3832,TIARIA,2022-06-11,S
3833,EDWALDO,2022-06-11,S
3834,MELANEA,2022-06-11,N
3835,DILON,2022-06-11,S
3836,ANDRIEL,2022-06-11,S
3837,ALDIANE,2022-06-11,N
3838,VIVELINO,2022-06-11,S
3839,UEVETON,2022-06-11,N
3840,ALISSON,2022-06-11,S
3841,JOHN,2022-06-11,N
3842,LONDRES,2022-06-11,S
3843,KEILA,2022-06-11,N
3844,MACIARA,2022-06-11,S
3845,CRISLEI,2022-06-11,N
3846,DERMI,2022-06-11,N
3847,DERIVALDO,2022-06-11,N
3848,MARCILENO,2022-06-11,N
3849,GLAUDISON,2022-06-11,N
3850,MAVINIER,2022-06-11,S
3851,CELEIDA,2022-06-11,N
3852,ORTIZ,2022-06-11,S
3853,LACIEL,2022-06-11,S
3854,LENILDA,2022-06-11,N
3855,GUIPSON,2022-06-11,N
3856,FRANCIEDER,2022-06-11,S
3857,LIDIANA,2022-06-11,S
3858,MIRISLAINE,2022-06-11,N
3859,ROSELIAS,2022-06-11,N
3860,WESLLE,2022-06-11,N
3861,CLAUNIR,2022-06-11,S
3862,BRAIAN,2022-06-11,S
3863,ACENATE,2022-06-11,N
3864,JESSIELI,2022-06-11,S
3865,NATALICI,2022-06-11,N
3866,ZENILCE,2022-06-11,N
3867,GRAZIELE,2022-06-11,S
3868,LERIA,2022-06-11,S
3869,REIDSON,2022-06-11,N
3870,IVALCI,2022-06-11,N
3871,ADNILSON,2022-06-11,N
3872,LUIZA,2022-06-11,N
3873,RICHELMY,2022-06-11,S
3874,TIELE,2022-06-11,S
3875,LAIRDE,2022-06-11,S
3876,WILIAN,2022-06-11,N
3877,GIOCONDA,2022-06-11,S
3878,EVANDO,2022-06-11,S
3879,ELANICE,2022-06-11,N
3880,NADJANE,2022-06-11,N
3881,OSVALNIR,2022-06-11,S
3882,IVANUBIA,2022-06-11,N
3883,MONCLAIR,2022-06-11,N
3884,RAELI,2022-06-11,S
3885,GRAZIANE,2022-06-11,N
3886,JUSENIRA,2022-06-11,N
3887,OLANDIR,2022-06-11,S
3888,DIANIRA,2022-06-11,N
3889,JADILMA,2022-06-11,N
3890,JERFERSON,2022-06-11,N
3891,LESLANE,2022-06-11,S
3892,ALZENIR,2022-06-11,N
3893,MOURIVALDO,2022-06-11,N
3894,CLAUZENIR,2022-06-11,S
3895,LIVRAMENTO,2022-06-11,N
3896,SINEI,2022-06-11,S
3897,FIORELLA,2022-06-11,N
3898,EDNA,2022-06-11,S
3899,ELENIUZA,2022-06-11,S
3900,JANDERVAL,2022-06-11,N
3901,LUAMI,2022-06-11,N
3902,CAMILLA,2022-06-11,N
3903,JEDERSON,2022-06-11,N
3904,ISADIR,2022-06-11,S
3905,ARMSTRONG,2022-06-11,S
3906,GERLINDA,2022-06-11,S
3907,WERNESON,2022-06-11,N
3908,KEURIN,2022-06-11,S
3909,ALCIDENOR,2022-06-11,S
3910,KELLIN,2022-06-11,N
3911,ELIESI,2022-06-11,S
3912,IRINETE,2022-06-11,N
3913,DIOVANA,2022-06-11,N
3914,ENDERSON,2022-06-11,S
3915,DYOVANA,2022-06-11,S
3916,IGNA,2022-06-11,N
3917,ELVIO,2022-06-11,N
3918,JULI,2022-06-11,N
3919,CREZILDA,2022-06-11,S
3920,MARESTELA,2022-06-11,S
3921,CIDALIO,2022-06-11,S
3922,DIUVANA,2022-06-11,N
3923,GEISON,2022-06-11,S
3924,DEISA,2022-06-11,S
3925,DOCIMAR,2022-06-11,S
3926,RUDMAR,2022-06-11,N
3927,ABINER,2022-06-11,N
3928,GLEICILENE,2022-06-11,N
3929,YORRANA,2022-06-11,S
3930,ANIELEN,2022-06-11,S
3931,DEDITE,2022-06-11,N
3932,FAUSTA,2022-06-11,N
3933,ORDALITA,2022-06-11,N
3934,EDENILDO,2022-06-11,S
3935,LEIVISON,2022-06-11,S
3936,WALASSE,2022-06-11,S
3937,VALDIMILSON,2022-06-11,S
3938,EULLER,2022-06-11,S
3939,CARLENO,2022-06-11,N
3940,OCTACILIO,2022-06-11,S
3941,JARDANIA,2022-06-11,S
3942,GENICI,2022-06-11,S
3943,GINOVALDO,2022-06-11,N
3944,GRASIETE,2022-06-11,N
3945,GERCIO,2022-06-11,S
3946,TOLENTINO,2022-06-11,N
3947,REISSON,2022-06-11,S
3948,ROGENIA,2022-06-11,S
3949,ORLANILDO,2022-06-11,N
3950,CLEDINEI,2022-06-11,S
3951,FLORITA,2022-06-11,N
3952,GENISSON,2022-06-11,S
3953,RUDNEIA,2022-06-11,S
3954,JONIS,2022-06-11,S
3955,CAROLINI,2022-06-11,S
3956,MATTHAUS,2022-06-11,S
3957,GLENA,2022-06-11,N
3958,GAIA,2022-06-11,N
3959,TALMIR,2022-06-11,N
3960,RAILMA,2022-06-11,N
3961,DIOVANI,2022-06-11,S
3962,RECIA,2022-06-11,N
3963,ALESSA,2022-06-11,S
3964,ALBERTO,2022-06-11,N
3965,ELIZABELE,2022-06-11,N
3966,JOSI,2022-06-11,N
3967,ATALIA,2022-06-11,N
3968,MARGA,2022-06-11,S
3969,GERLUCI,2022-06-11,N
3970,ORALINA,2022-06-11,N
3971,JULIAN,2022-06-11,N
3972,ITAMAR,2022-06-11,N
3973,ENERINA,2022-06-11,S
3974,MEIRIELLEN,2022-06-11,S
3975,ARDILEI,2022-06-11,S
3976,MICKAELI,2022-06-11,S
3977,ODINELSON,2022-06-11,S
3978,ROSILENE,2022-06-11,N
3979,EVANGELICE,2022-06-11,N
3980,SIMIANE,2022-06-11,S
3981,GENUINA,2022-06-11,N
3982,EULLER,2022-06-11,S
3983,AIDE,2022-06-11,N
3984,DANDALO,2022-06-11,S
3985,SIGMAR,2022-06-11,N
3986,ABADE,2022-06-11,N
3987,SEDONIA,2022-06-11,S
3988,ARNILTO,2022-06-11,N
3989,VENEZIANO,2022-06-11,N
3990,CARLENE,2022-06-11,S
3991,RAIRAN,2022-06-11,S
3992,LAUDIANO,2022-06-11,S
3993,ERIONALDO,2022-06-11,N
3994,DILEIA,2022-06-11,N
3995,LIRES,2022-06-11,S
3996,TAIRONI,2022-06-11,S
3997,ONESTO,2022-06-11,S
3998,EDICE,2022-06-11,S
3999,SANIELLE,2022-06-11,S
4000,RABECHY,2022-06-11,S
4001,SILVANA,2022-06-11,N
4002,CRISTE,2022-06-11,S
4003,AUDINETE,2022-06-11,N
4004,HIROMITI,2022-06-11,S
4005,ABADIO,2022-06-11,S
4006,JOEL,2022-06-11,N
4007,VANESSA,2022-06-11,S
4008,TASSIANA,2022-06-11,S
4009,BENILCIO,2022-06-11,N
4010,SEBASTIA,2022-06-11,S
4011,VERLAINE,2022-06-11,S
4012,ISABELI,2022-06-11,S
4013,VALMILENE,2022-06-11,S
4014,JARDEANE,2022-06-11,S
4015,VELUMA,2022-06-11,N
4016,KAILANE,2022-06-11,S
4017,OEDES,2022-06-11,S
4018,OLANIRA,2022-06-11,N
4019,JACINELMA,2022-06-11,S
4020,ERLENI,2022-06-11,N
4021,KATLIN,2022-06-11,N
4022,ORANI,2022-06-11,S
4023,EUDILEIA,2022-06-11,N
4024,MARQUIVALDO,2022-06-11,S
4025,RISOLENE,2022-06-11,S
4026,ITARO,2022-06-11,S
4027,CINOBELINO,2022-06-11,N
4028,LEODIL,2022-06-11,N
4029,LIDERCIO,2022-06-11,S
4030,AERTON,2022-06-11,N
4031,ISOLINA,2022-06-11,N
4032,CASEMIRO,2022-06-11,N
4033,DERLANDIA,2022-06-11,S
4034,EBERHARD,2022-06-11,N
4035,ILUMINATA,2022-06-11,N
4036,TRANQUILINO,2022-06-11,N
4037,ALDENEIDE,2022-06-11,N
4038,SAMUEL,2022-06-11,S
4039,ELIGENIA,2022-06-11,S
4040,CREIDI,2022-06-11,S
4041,DORINALDA,2022-06-11,S
4042,ERNON,2022-06-11,N
4043,MIZIARA,2022-06-11,N
4044,JOSICLEIA,2022-06-11,S
4045,NEIARA,2022-06-11,N
4046,DEUSDITE,2022-06-11,S
4047,IDELVANDO,2022-06-11,S
4048,DEOCLECIANO,2022-06-11,S
4049,SAIDI,2022-06-11,N
4050,DAGINA,2022-06-11,S
4051,JOSITO,2022-06-11,S
4052,VANISIO,2022-06-11,S
4053,IARLE,2022-06-11,S
4054,ALZENILSON,2022-06-11,S
4055,GERALCI,2022-06-11,S
4056,DELICE,2022-06-11,S
4057,EVERARDO,2022-06-11,S
4058,WALTERLENE,2022-06-11,N
4059,MISAEL,2022-06-11,S
4060,RENAIRA,2022-06-11,S
4061,ALMINDA,2022-06-11,S
4062,MEGGIE,2022-06-11,N
4063,ALTENIR,2022-06-11,S
4064,ALESANDRA,2022-06-11,N
4065,ELSON,2022-06-11,S
4066,NATALHA,2022-06-11,S
4067,MIRLAINE,2022-06-11,N
4068,DALTINA,2022-06-11,S
4069,MARLILDE,2022-06-11,S
4070,CLARIANO,2022-06-11,N
4071,MAELI,2022-06-11,N
4072,JEAN,2022-06-11,S
4073,JOSIANE,2022-06-11,N
4074,ANICESIO,2022-06-11,N
4075,ANDRE,2022-06-11,S
4076,LEUDILEIA,2022-06-11,S
4077,ELIANI,2022-06-11,N
4078,JOBEL,2022-06-11,S
4079,DEDINO,2022-06-11,S
4080,MACENA,2022-06-11,S
4081,VALDETE,2022-06-11,S
4082,ALCENIO,2022-06-11,S
4083,CLECIOMAR,2022-06-11,S
4084,ADELCI,2022-06-11,N
4085,ERENE,2022-06-11,S
4086,BRENDEO,2022-06-11,N
4087,ERMINO,2022-06-11,S
4088,RAIRAN,2022-06-11,N
4089,JOVANE,2022-06-11,S
4090,NINON,2022-06-11,S
4091,IOLANDA,2022-06-11,S
4092,FANILDA,2022-06-11,N
4093,KEILLA,2022-06-11,N
4094,LISIANE,2022-06-11,N
4095,SIRLEI,2022-06-11,N
4096,JASMELINO,2022-06-11,S
4097,KAZUE,2022-06-11,N
4098,ANICA,2022-06-11,N
4099,LARICA,2022-06-11,S
4100,ELINEL,2022-06-11,N
4101,IRLEN,2022-06-11,S
4102,EZIEL,2022-06-11,S
4103,NELSO,2022-06-11,N
4104,DAIENE,2022-06-11,S
4105,YAMILLE,2022-06-11,N
4106,MURCIA,2022-06-11,S
4107,BISMAEL,2022-06-11,S
4108,EDVALDI,2022-06-11,N
4109,TELMA,2022-06-11,S
4110,KICIA,2022-06-11,S
4111,JULIETE,2022-06-11,S
4112,GLAYSSON,2022-06-11,S
4113,CERINA,2022-06-11,N
4114,NERSINA,2022-06-11,N
4115,MARCENIA,2022-06-11,S
4116,EVANDIL,2022-06-11,N
4117,DANIELLY,2022-06-11,N
4118,ROMIUDO,2022-06-11,N
4119,ALZENIRA,2022-06-11,S
4120,EDNILTO,2022-06-11,S
4121,ITATIAIA,2022-06-11,S
4122,JOSEIVO,2022-06-11,N
4123,ALENDRE,2022-06-11,N
4124,JULIENI,2022-06-11,S
4125,DICIOMAR,2022-06-11,S
4126,AWILSON,2022-06-11,N
4127,WILANI,2022-06-11,N
4128,RUZINETE,2022-06-11,S
4129,IREN,2022-06-11,S
4130,CLEIDINEIDE,2022-06-11,N
4131,CLEIRI,2022-06-11,N
4132,VERGILINO,2022-06-11,S
4133,NOAH,2022-06-11,N
4134,SUEUDA,2022-06-11,N
4135,DANILDO,2022-06-11,S
4136,ALFONSO,2022-06-11,N
4137,JESU,2022-06-11,S
4138,MARIELLE,2022-06-11,N
4139,MAIKEL,2022-06-11,N
4140,EVENLIN,2022-06-11,N
4141,CLEDJA,2022-06-11,S
4142,CLEIDIA,2022-06-11,N
4143,DEUSINEIDE,2022-06-11,S
4144,ALDECIO,2022-06-11,S
4145,JAMIS,2022-06-11,S
4146,ROSIMAR,2022-06-11,S
4147,NELILSON,2022-06-11,N
4148,MAXILENE,2022-06-11,N
4149,DAGOMAR,2022-06-11,N
4150,EVILLA,2022-06-11,S
4151,EDILZA,2022-06-11,N
4152,GEIDE,2022-06-11,S
4153,IVANEA,2022-06-11,S
4154,ADELILSON,2022-06-11,S
4155,CAITIANE,2022-06-11,S
4156,GERCIELE,2022-06-11,N
4157,REGINAURA,2022-06-11,N
4158,EDILANI,2022-06-11,N
4159,MENEZES,2022-06-11,N
4160,LEOMIRO,2022-06-11,S
4161,RAISA,2022-06-11,S
4162,JULIAMA,2022-06-11,N
4163,CLEBISMAR,2022-06-11,S
4164,ALDEMIRES,2022-06-11,N
4165,LEATRIZ,2022-06-11,N
4166,NILDELIA,2022-06-11,S
4167,ARQUIVALDO,2022-06-11,S
4168,MARILLIA,2022-06-11,S
4169,AURICLECIA,2022-06-11,N
4170,ROSIANI,2022-06-11,S
4171,VALRICELIO,2022-06-11,N
4172,ODERICO,2022-06-11,S
4173,VALDINARA,2022-06-11,N
4174,KETHEN,2022-06-11,S
4175,LICIONE,2022-06-11,S
4176,ERILSON,2022-06-11,N
4177,SABRIA,2022-06-11,N
4178,GILEARDE,2022-06-11,N
4179,ISIDORA,2022-06-11,N
4180,ONESI,2022-06-11,S
4181,JAUANE,2022-06-11,S
4182,TICIANO,2022-06-11,S
4183,KADIJA,2022-06-11,N
4184,TAILSON,2022-06-11,S
4185,NORENA,2022-06-11,S
4186,CELESTE,2022-06-11,S
4187,WEDES,2022-06-11,N
4188,ELSON,2022-06-11,N
4189,DOLIRIS,2022-06-11,S
4190,OTONIO,2022-06-11,N
4191,IRISLANE,2022-06-11,S
4192,GLAUBESON,2022-06-11,N
4193,ROGERVAN,2022-06-11,N
4194,ALBETINA,2022-06-11,S
4195,RAILANE,2022-06-11,N
4196,GENISI,2022-06-11,N
4197,ZELITA,2022-06-11,S
4198,ARICELMO,2022-06-11,S
4199,KELVIA,2022-06-11,N
4200,VILSON,2022-06-11,S
4201,REGIANDRO,2022-06-11,N
4202,VANGELIO,2022-06-11,N
4203,JURANDIRA,2022-06-11,N
4204,THIERS,2022-06-11,N
4205,LOTARIO,2022-06-11,N
4206,CELERINA,2022-06-11,S
4207,GLEIDIS,2022-06-11,S
4208,MARLI,2022-06-11,N
4209,ODOCIA,2022-06-11,S
4210,LUCE,2022-06-11,N
4211,ELIONEI,2022-06-11,S
4212,GLEIVANI,2022-06-11,N
4213,ZEDIR,2022-06-11,S
4214,MABILLY,2022-06-11,N
4215,ZILA,2022-06-11,S
4216,WENZO,2022-06-11,S
4217,WILZA,2022-06-11,S
4218,AYUMI,2022-06-11,N
4219,RUTI,2022-06-11,S
4220,MAURITI,2022-06-11,S
4221,ALANA,2022-06-11,S
4222,UELLITON,2022-06-11,N
4223,SABRIANA,2022-06-11,S
4224,GREISIELE,2022-06-11,S
4225,MERIELE,2022-06-11,N
4226,KENIDE,2022-06-11,S
4227,LINDALCI,2022-06-11,S
4228,RONIS,2022-06-11,S
4229,KELSEN,2022-06-11,S
4230,GREISA,2022-06-11,N
4231,VALDISON,2022-06-11,S
4232,MAUA,2022-06-11,N
4233,HATSUKO,2022-06-11,S
4234,RAIMSON,2022-06-11,N
4235,DELUCI,2022-06-11,N
4236,MARLIDES,2022-06-11,S
4237,SIRLEINE,2022-06-11,N
4238,NATALIA,2022-06-11,N
4239,MAGNOEL,2022-06-11,N
4240,MAURINEI,2022-06-11,S
4241,VILACIO,2022-06-11,S
4242,JOELE,2022-06-11,S
4243,ADILEA,2022-06-11,S
4244,EDIJANE,2022-06-11,N
4245,ARMINDA,2022-06-11,S
4246,GESSINALDO,2022-06-11,S
4247,HIDEKO,2022-06-11,N
4248,DELICE,2022-06-11,N
4249,SILVANA,2022-06-11,S
4250,SERVILIO,2022-06-11,N
4251,MARISABEL,2022-06-11,N
4252,CISA,2022-06-11,N
4253,RISONALDO,2022-06-11,N
4254,WALISON,2022-06-11,S
4255,AMERCIO,2022-06-11,S
4256,ELIENE,2022-06-11,N
4257,AGTA,2022-06-11,N
4258,KELIANE,2022-06-11,N
4259,ELIUDA,2022-06-11,S
4260,JEAZIEL,2022-06-11,N
4261,GEOVVANA,2022-06-11,N
4262,BASILEU,2022-06-11,S
4263,ARIADI,2022-06-11,S
4264,WALLAS,2022-06-11,S
4265,EULLER,2022-06-11,N
4266,ADEMAR,2022-06-11,N
4267,ELIELSON,2022-06-11,N
4268,ELIDA,2022-06-11,N
4269,ROCHELI,2022-06-11,S
4270,ANA,2022-06-11,N
4271,DARCILEI,2022-06-11,N
4272,TACIA,2022-06-11,S
4273,LILIAN,2022-06-11,N
4274,LEONARDO,2022-06-11,S
4275,JOAMA,2022-06-11,N
4276,SINEIDA,2022-06-11,N
4277,SANDER,2022-06-11,S
4278,SERGIANA,2022-06-11,S
4279,JAKELINE,2022-06-11,N
4280,NELI,2022-06-11,S
4281,ALDENISIO,2022-06-11,N
4282,BALTAZAR,2022-06-11,S
4283,FRANCELISE,2022-06-11,S
4284,LUDMILE,2022-06-11,N
4285,GERSION,2022-06-11,S
4286,CEZINA,2022-06-11,N
4287,GERLEN,2022-06-11,N
4288,IVANILTON,2022-06-11,S
4289,JOSILON,2022-06-11,N
4290,ADEMILSON,2022-06-11,S
4291,DILMA,2022-06-11,N
4292,MARILUZIA,2022-06-11,N
4293,RAFAELLA,2022-06-11,N
4294,WELISSA,2022-06-11,S
4295,ALVACIR,2022-06-11,S
4296,VALTIZA,2022-06-11,S
4297,BRUNIELE,2022-06-11,N
4298,VANIELE,2022-06-11,S
4299,SINOME,2022-06-11,S
4300,LEDILMA,2022-06-11,S
4301,ELENEIDE,2022-06-11,N
4302,KENDI,2022-06-11,N
4303,GISVANIA,2022-06-11,S
4304,ODARIO,2022-06-11,N
4305,LAIRA,2022-06-11,S
4306,RONDINELE,2022-06-11,N
4307,JADILZA,2022-06-11,S
4308,PROFETA,2022-06-11,N
4309,GELOIR,2022-06-11,N
4310,FRANCIRAN,2022-06-11,N
4311,MAIKELI,2022-06-11,N
4312,ELSON,2022-06-11,S
4313,LUDNEI,2022-06-11,N
4314,GILVANI,2022-06-11,S
4315,ANILDA,2022-06-11,N
4316,GLINIS,2022-06-11,N
4317,DEUSIVALDO,2022-06-11,N
4318,DARFINE,2022-06-11,N
4319,ADREI,2022-06-11,N
4320,SUELI,2022-06-11,S
4321,DENANCI,2022-06-11,N
4322,JETRO,2022-06-11,N
4323,DEIDES,2022-06-11,S
4324,NORMISIA,2022-06-11,N
4325,GILDEVANE,2022-06-11,N
4326,ANEKELLY,2022-06-11,S
4327,DEGINALDO,2022-06-11,S
4328,GEDIEL,2022-06-11,S
4329,NOERCI,2022-06-11,S
4330,YUDI,2022-06-11,S
4331,SAMARI,2022-06-11,N
4332,JENNFER,2022-06-11,N
4333,WILIMAR,2022-06-11,N
4334,GRACIELIA,2022-06-11,S
4335,ARIVAN,2022-06-11,N
4336,JEFFREY,2022-06-11,N
4337,GEONI,2022-06-11,S
4338,RAUANI,2022-06-11,N
4339,AFABIO,2022-06-11,N
4340,ONORINDO,2022-06-11,S
4341,DIRCENEIA,2022-06-11,S
4342,AIR,2022-06-11,N
4343,SHEILA,2022-06-11,S
4344,ADENILA,2022-06-11,N
4345,SAUANA,2022-06-11,N
4346,ADA,2022-06-11,N
4347,GIVAN,2022-06-11,S
4348,ONEI,2022-06-11,N
4349,CLUSA,2022-06-11,S
4350,DENISE,2022-06-11,N
4351,RENILDA,2022-06-11,N
4352,ENDRIUS,2022-06-11,S
4353,RUGART,2022-06-11,N
4354,MARCISA,2022-06-11,N
4355,ZETE,2022-06-11,S
4356,NATANAELSON,2022-06-11,N
4357,TRINIDAD,2022-06-11,S
4358,ODNEA,2022-06-11,N
4359,TEDDY,2022-06-11,S
4360,DERIVAN,2022-06-11,N
4361,IONILDES,2022-06-11,S
4362,WATARU,2022-06-11,S
4363,ABINER,2022-06-11,S
4364,DASIO,2022-06-11,S
4365,ISLANI,2022-06-11,N
4366,EDERLON,2022-06-11,S
4367,GLAUDIO,2022-06-11,N
4368,IVANILZA,2022-06-11,N
4369,NIZAN,2022-06-11,N
4370,ANJO,2022-06-11,N
4371,ISAMAIRA,2022-06-11,N
4372,FERRARI,2022-06-11,S
4373,AGIMIRO,2022-06-11,N
4374,ADAM,2022-06-11,N
4375,JOICELINE,2022-06-11,N
4376,NIANDRA,2022-06-11,N
4377,BARTOLOMEU,2022-06-11,S
4378,AGUINO,2022-06-11,S
4379,JULITE,2022-06-11,S
4380,SALVENIR,2022-06-11,N
4381,ELIANI,2022-06-11,S
4382,LUIZINHA,2022-06-11,N
4383,NAIR,2022-06-11,S
4384,JASIELI,2022-06-11,S
4385,VALDECILDA,2022-06-11,S
4386,NOSLEN,2022-06-11,S
4387,WEDIA,2022-06-11,S
4388,JOANIDES,2022-06-11,S
4389,MARINELZA,2022-06-11,S
4390,DELMAN,2022-06-11,N
4391,ELIANI,2022-06-11,S
4392,JEKSON,2022-06-11,N
4393,SIRLEIDE,2022-06-11,S
4394,ALDIMAR,2022-06-11,S
4395,JUNILHA,2022-06-11,N
4396,CASILDA,2022-06-11,S
4397,CARMEM,2022-06-11,N
4398,MARENITA,2022-06-11,N
4399,LIA,2022-06-11,S
4400,JAILANE,2022-06-11,S
4401,CACIANO,2022-06-11,S
4402,NADJE,2022-06-11,N
4403,ZULEIDA,2022-06-11,N
4404,AYUMI,2022-06-11,S
4405,DEUSILEIDE,2022-06-11,S
4406,CELIANA,2022-06-11,S
4407,EVANILDO,2022-06-11,S
4408,ALDENILDA,2022-06-11,S
4409,MARADONA,2022-06-11,S
4410,RUITER,2022-06-11,S
4411,LOIANA,2022-06-11,N
4412,BETINHO,2022-06-11,S
4413,IANDER,2022-06-11,S
4414,MODESTA,2022-06-11,S
4415,JORRANA,2022-06-11,S
4416,FRANCILENE,2022-06-11,S
4417,SIMEI,2022-06-11,N
4418,SHILEY,2022-06-11,N
4419,WANGLER,2022-06-11,N
4420,MISSAO,2022-06-11,N
4421,LENIRCE,2022-06-11,S
4422,DIEINE,2022-06-11,N
4423,EDILARA,2022-06-11,S
4424,MOZARD,2022-06-11,S
4425,JAILTO,2022-06-11,S
4426,JASIELI,2022-06-11,S
4427,DALIDA,2022-06-11,S
4428,CLEITIANO,2022-06-11,S
4429,ESHILEY,2022-06-11,N
4430,ERICLAUDIO,2022-06-11,S
4431,UELLITON,2022-06-11,N
4432,ERUS,2022-06-11,S
4433,AGNOMAR,2022-06-11,N
4434,GILCILENE,2022-06-11,N
4435,HERBETE,2022-06-11,N
4436,SAMIA,2022-06-11,S
4437,GEDEAO,2022-06-11,S
4438,FRANCISNETE,2022-06-11,N
4439,IVANILSO,2022-06-11,N
4440,UBELINA,2022-06-11,S
4441,LOHANA,2022-06-11,N
4442,CIRLENE,2022-06-11,S
4443,ELIENAI,2022-06-11,S
4444,ALANA,2022-06-11,N
4445,KEDINA,2022-06-11,S
4446,ELIZETE,2022-06-11,N
4447,JOCKSON,2022-06-11,N
4448,JOCELI,2022-06-11,S
4449,ROLANDO,2022-06-11,N
4450,LAERCIA,2022-06-11,S
4451,WALDIMAR,2022-06-11,S
4452,RICHARDE,2022-06-11,N
4453,LISIANE,2022-06-11,S
4454,CARLO,2022-06-11,S
4455,LISEANE,2022-06-11,S
4456,IRANIDES,2022-06-11,S
4457,LUSO,2022-06-11,S
4458,FRANCINEI,2022-06-11,N
4459,ALDEVANDO,2022-06-11,N
4460,LUENI,2022-06-11,N
4461,EDIMARQUES,2022-06-11,N
4462,OTILIANA,2022-06-11,N
4463,WALDINEI,2022-06-11,S
4464,ROSEDETE,2022-06-11,S
4465,ATILHO,2022-06-11,S
4466,ALEGNA,2022-06-11,S
4467,VANCELIO,2022-06-11,S
4468,MARISONIA,2022-06-11,N
4469,CREUDI,2022-06-11,N
4470,JURAILDE,2022-06-11,S
4471,JEOZADAQUE,2022-06-11,S
4472,CRISLENO,2022-06-11,S
4473,LUIZ,2022-06-11,S
4474,VALDINAI,2022-06-11,S
4475,NACIARA,2022-06-11,S
4476,WINNY,2022-06-11,S
4477,FERDINAN,2022-06-11,N
4478,ELIZENA,2022-06-11,N
4479,VALDIRLEI,2022-06-11,S
4480,MONASSES,2022-06-11,S
4481,AISHA,2022-06-11,N
4482,CRISTAL,2022-06-11,S
4483,ELODIR,2022-06-11,N
4484,TERMICIO,2022-06-11,S
4485,EUDIS,2022-06-11,S
4486,SEZARIA,2022-06-11,N
4487,OSAR,2022-06-11,N
4488,ALDIENE,2022-06-11,N
4489,LUCIELLY,2022-06-11,S
4490,CARUSO,2022-06-11,N
4491,LINDEBERGUE,2022-06-11,N
4492,NAVILIO,2022-06-11,S
4493,OTONELSON,2022-06-11,S
4494,KEICY,2022-06-11,S
4495,IZANOR,2022-06-11,S
4496,NOVAL,2022-06-11,S
4497,ANELISA,2022-06-11,S
4498,JOSIMARA,2022-06-11,S
4499,NORMANDIA,2022-06-11,S
4500,INEDE,2022-06-11,S
4501,CIDRONIO,2022-06-11,N
4502,ROSILANDE,2022-06-11,N
4503,GILEARD,2022-06-11,N
4504,ISANARA,2022-06-11,S
4505,EDWARDES,2022-06-11,S
4506,ROSENELIA,2022-06-11,S
4507,LENADRO,2022-06-11,N
4508,NALBERT,2022-06-11,S
4509,ZILA,2022-06-11,S
4510,HERME,2022-06-11,N
4511,DENILIA,2022-06-11,S
4512,GILCIMARA,2022-06-11,S
4513,ADEMISIO,2022-06-11,N
4514,LAUDENIA,2022-06-11,N
4515,EMIDIO,2022-06-11,S
4516,REGE,2022-06-11,N
4517,CASSI,2022-06-11,N
4518,ELPIDES,2022-06-11,N
4519,CLEMER,2022-06-11,N
4520,JOSENADIA,2022-06-11,N
4521,DEONILSE,2022-06-11,S
4522,BELANIZE,2022-06-11,N
4523,GENUINA,2022-06-11,N
4524,NADSON,2022-06-11,N
4525,WELINSON,2022-06-11,N
4526,ODESSA,2022-06-11,S
4527,ZULEICA,2022-06-11,S
4528,JOENIO,2022-06-11,S
4529,DUCINETE,2022-06-11,N
4530,MAIQUE,2022-06-11,N
4531,SALASTIEL,2022-06-11,S
4532,WERVERTON,2022-06-11,N
4533,ERALDINA,2022-06-11,N
4534,IDALINE,2022-06-11,N
4535,TECLA,2022-06-11,N
4536,YORRANE,2022-06-11,N
4537,ELIELTON,2022-06-11,N
4538,RICELIO,2022-06-11,S
4539,DUVALDO,2022-06-11,N
4540,FLOZINA,2022-06-11,N
4541,ORNILDA,2022-06-11,S
4542,ALZENILDO,2022-06-11,S
4543,ISTEFANI,2022-06-11,N
4544,JULIANE,2022-06-11,S
4545,TOMOE,2022-06-11,N
4546,OZANITA,2022-06-11,S
4547,JASMIRO,2022-06-11,S
4548,JOABES,2022-06-11,N
4549,DELMIRA,2022-06-11,S
4550,MARIZENE,2022-06-11,S
4551,REMER,2022-06-11,N
4552,MARINEIDA,2022-06-11,N
4553,MAIRIM,2022-06-11,N
4554,ARIADNY,2022-06-11,N
4555,DEGMAR,2022-06-11,N
4556,JANILEIA,2022-06-11,N
4557,ANDRIELEN,2022-06-11,N
4558,ADELAINE,2022-06-11,N
4559,DEISILANE,2022-06-11,N
4560,TAMILIA,2022-06-11,S
4561,DARISSA,2022-06-11,N
4562,WALIF,2022-06-11,S
4563,FLORISMUNDA,2022-06-11,S
4564,MONA,2022-06-11,S
4565,MARILIAN,2022-06-11,N
4566,AILSSON,2022-06-11,S
4567,LILI,2022-06-11,S
4568,CORALDINO,2022-06-11,S
